Motorname,Motornummer,Motorfamilie,Stillstandsstrom,Spitzenstrom,Grenzdrehzahl,Motorpolzahl,Kt,L,R,J,Einsatzphi,Endwertphi,MTANG,MLGQ,MLGD,MLGC,MLGP,KC,KTN,PIDT2,GVFBT,GV,GVTN,FBtype,Respoles,Resphase,DICONT,Unenn,RedFaktor,Ipeak,MVANGLP
IL12-050A2,21006,21,4.3,14,10000,2,28.5,1.5,4.3,0.52,5000,20,0,0.36,0.7,0.7,0.4,0.5,0.6,1,0.4,0.73,10,7,2,0,610,325,1,20,20
IL12-075A1,21007,21,2,7,4000,2,85.5,10,23.3,0.52,2000,20,0,1.44,0.7,0.7,0.4,0.5,0.6,1,0.4,0.405,10,7,2,0,606,325,1,12,20
IL12-075A2,21008,21,4.1,14,9000,2,42.8,2.5,5.8,0.65,4500,20,0,0.6,0.7,0.7,0.4,0.5,0.6,1,0.4,0.607,10,7,2,0,610,325,1,20,20
IL18-050A2,21009,21,4.3,14,8000,2,42.8,2.2,6.4,0.65,4000,20,0,0.528,0.7,0.7,0.4,0.5,0.6,1,0.4,0.607,10,7,2,0,610,325,1,20,20
IL18-075A1,21010,21,2,7,2000,2,128.3,15,35,0.72,1000,20,0,2.16,0.7,0.7,0.4,0.5,0.6,1,0.4,0.374,10,7,2,0,606,325,1,12,20
IL18-100A2,21011,21,4,14,4000,2,85.6,5.2,11.1,0.91,2000,20,0,1.248,0.7,0.7,0.4,0.5,0.6,1,0.4,0.425,10,7,2,0,610,325,1,20,20
IL18-100A3,21012,21,5.9,21,6000,2,57,2.3,4.9,1.1,3000,20,0,0.828,0.7,0.7,0.4,0.5,0.6,1,0.4,0.515,10,7,2,0,610,325,1,30,20
IL24-050A1,21013,21,2.1,7,2000,2,114,12,34.3,1.1,1000,20,0,1.728,0.7,0.7,0.4,0.5,0.6,1,0.4,0.643,10,7,2,0,606,325,1,12,20
IL24-050A2,21014,21,4.3,14,6000,2,57,3,8.6,0.92,3000,20,0,0.72,0.7,0.7,0.4,0.5,0.6,1,0.4,0.646,10,7,2,0,610,325,1,20,20
IL24-075A3,21015,21,8.1,14,8000,2,85.6,1.3,11.7,0.92,4000,20,0,0.312,0.7,0.7,0.4,0.5,0.6,1,0.4,0.43,10,7,2,0,610,325,1,20,20
IL24-100A3,21016,21,7.9,28.1,6000,2,57,1.8,3.7,1.17,3000,20,0,0.648,0.7,0.7,0.4,0.5,0.6,1,0.4,0.547,10,7,2,0,614,325,1,30,20
ILH03-050A1,21017,21,2,5,7400,2,56.4,17,11.4,1.42,3700,20,0,1.224,0.7,0.7,0.4,0.5,0.6,1,0.4,3.357,10,7,2,0,603,325,1,6,20
ILH03-100A1,21018,21,1.7,5,3000,2,113,34,19.5,0.39,1500,20,0,2.448,0.7,0.7,0.4,0.5,0.6,1,0.4,0.46,10,7,2,0,603,325,1,6,20
ILH06-050B4,21019,21,2.4,7.91,5000,2,71,13,9,0.7,2500,20,0,1.872,0.7,0.7,0.4,0.5,0.6,1,0.4,0.657,10,7,2,0,606,325,1,12,20
ILH06-100A4,21020,21,2.5,10,3000,2,112.8,17,9.75,0.77,1500,20,0,2.448,0.7,0.7,0.4,0.5,0.6,1,0.4,0.455,10,7,2,0,606,325,1,12,20
ILH09-050B4,21021,21,3.2,11.9,5000,2,71,9,6,1.4,2500,20,0,1.296,0.7,0.7,0.4,0.5,0.6,1,0.4,1.315,10,7,2,0,606,325,1,12,20
ILH09-100A4,21022,21,3.5,15,2000,2,112.8,11,6.5,1.2,1000,20,0,2.64,0.7,0.7,0.4,0.5,0.6,1,0.4,0.426,10,7,2,0,610,325,1,20,20
ILH12-050B4,21023,21,4,15.9,5000,2,71,6.7,4.5,2.1,2500,20,0,1.608,0.7,0.7,0.4,0.5,0.6,1,0.4,1.183,10,7,2,0,610,325,1,20,20
ILH12-100A4,21024,21,4.2,20,2000,2,112.8,8.5,4.88,1.55,1000,20,0,2.04,0.7,0.7,0.4,0.5,0.6,1,0.4,0.55,10,7,2,0,610,325,1,20,20
ILH18-050B4,21025,21,5.3,23.8,5000,2,71,4.5,3,2.8,2500,20,0,1.62,0.7,0.7,0.4,0.5,0.6,1,0.4,1.052,10,7,2,0,610,325,1,30,20
ILH18-100B4,21026,21,4.6,23.8,2000,2,142.1,8.9,5.16,2.3,1000,20,0,3.204,0.7,0.7,0.4,0.5,0.6,1,0.4,0.432,10,7,2,0,610,325,1,30,20
C042B (240 V),22004,22,9.19,27.6,2500,10,0.93,5,0.96,8.87,1250,20,0,1.2,0.7,0.7,0.4,0.5,0.6,1,0.4,7.63,10,4,2,0,610,320,1,20,20
C043B (240 V),22006,22,9.15,27.5,2500,10,1.23,5.5,1.06,11.9,1250,20,0,1.32,0.7,0.7,0.4,0.5,0.6,1,0.4,7.74,10,4,2,0,610,320,1,20,20
C044B (240 V),22008,22,9.74,29.3,2150,10,1.49,6,1.08,14.9,1075,20,0,1.44,0.7,0.7,0.4,0.5,0.6,1,0.4,8,10,4,2,0,610,320,1,20,20
C051B (240 V),22010,22,9.29,25.1,2450,10,1.29,6.4,1.08,27.4,1225,20,0,1.536,0.7,0.7,0.4,0.5,0.6,1,0.4,16.99,10,4,2,0,610,320,1,20,20
C052A (240 V),22011,22,9.84,26.6,1850,10,1.73,7,1.14,35.9,925,20,0,1.68,0.7,0.7,0.4,0.5,0.6,1,0.4,16.6,10,4,2,0,610,320,1,20,20
C053A (240 V),22012,22,9.21,24.9,1350,10,2.3,9.1,1.41,44.3,675,20,0,2.184,0.7,0.7,0.4,0.5,0.6,1,0.4,15.41,10,4,2,0,610,320,1,20,20
C054A (240 V),22013,22,9.79,26.4,1200,10,2.57,9,1.35,52.8,600,20,0,2.16,0.7,0.7,0.4,0.5,0.6,1,0.4,16.44,10,4,2,0,610,320,1,20,20
C061A (240 V),22014,22,9.89,26.7,900,10,3.4,18.1,1.36,94.1,450,20,0,4.344,0.7,0.7,0.4,0.5,0.6,1,0.4,22.14,10,4,2,0,610,320,1,20,20
CH041A (400 V),22015,22,2.73,8.19,2500,10,1.68,35.2,8.98,5.86,1250,20,0,5.069,0.7,0.7,0.4,0.5,0.6,1,0.4,4.651,10,4,2,0,606,560,1,5.46,0
CH041A (480 V),22016,22,2.73,8.19,2500,10,1.68,35.2,8.98,5.86,1250,20,0,5.069,0.7,0.7,0.4,0.5,0.6,1,0.4,4.651,10,4,2,0,606,675,1,5.46,0
CH042A (400 V),22017,22,4.68,14,2500,10,1.75,18.3,3.7,8.87,1250,20,0,4.392,0.7,0.7,0.4,0.5,0.6,1,0.4,4.055,10,4,2,0,610,560,1,9.36,0
CH042A (480 V),22018,22,4.68,14,2500,10,1.75,18.3,3.7,8.87,1250,20,0,4.392,0.7,0.7,0.4,0.5,0.6,1,0.4,4.055,10,4,2,0,610,675,1,9.36,0
CH043A (400 V),22019,22,4.73,14.2,2250,10,2.33,21.4,3.97,11.9,1125,20,0,5.136,0.7,0.7,0.4,0.5,0.6,1,0.4,4.086,10,4,2,0,610,560,1,9.46,0
CH043A (480 V),22020,22,4.73,14.2,2500,10,2.33,21.4,3.97,11.9,1250,20,0,5.136,0.7,0.7,0.4,0.5,0.6,1,0.4,4.086,10,4,2,0,610,675,1,9.46,0
CH044A (400 V),22021,22,5.01,15,1850,10,2.81,23.1,4.08,14.9,925,20,0,5.544,0.7,0.7,0.4,0.5,0.6,1,0.4,4.242,10,4,2,0,610,560,1,10.02,0
CH044A (480 V),22022,22,5.01,15,2250,10,2.81,23.1,4.08,14.9,1125,20,0,5.544,0.7,0.7,0.4,0.5,0.6,1,0.4,4.242,10,4,2,0,610,675,1,10.02,0
CH051A (400 V),22023,22,4.75,12.8,2100,10,2.54,24,4.13,27.4,1050,20,0,5.76,0.7,0.7,0.4,0.5,0.6,1,0.4,8.63,10,4,2,0,610,560,1,9.5,0
CH051A (480 V),22024,22,4.75,12.8,2500,10,2.54,24,4.13,27.4,1250,20,0,5.76,0.7,0.7,0.4,0.5,0.6,1,0.4,8.63,10,4,2,0,610,675,1,9.5,0
C053B (240V),22025,22,18.2,49.2,2500,10,1.11,2.2,0.36,44.3,1250,20,0,1.056,0.7,0.7,0.4,0.5,0.6,1,0.4,15.96,10,4,2,0,620,320,1,40,20
C054B (240 V),22026,22,17.4,46.8,2300,10,1.39,2.7,0.43,52.8,1150,20,0,1.296,0.7,0.7,0.4,0.5,0.6,1,0.4,15.19,10,4,2,0,620,320,1,40,20
C061B (240 V),22027,22,19.5,52.7,1950,10,1.67,4.3,0.35,94.1,975,20,0,2.064,0.7,0.7,0.4,0.5,0.6,1,0.4,22.54,10,4,2,0,620,320,1,40,20
C062A (240 V),22028,22,14.6,39.3,950,10,3.27,11.1,0.76,126,475,20,0,5.328,0.7,0.7,0.4,0.5,0.6,1,0.4,15.41,10,4,2,0,620,320,1,39.3,20
C062B (240 V),22029,22,20.6,55.5,1450,10,2.25,5.2,0.38,126,725,20,0,2.496,0.7,0.7,0.4,0.5,0.6,1,0.4,22.4,10,4,2,0,620,320,1,40,20
C063A (240 V),22030,22,13.9,37.5,700,10,4.36,14.4,0.93,157,350,20,0,6.912,0.7,0.7,0.4,0.5,0.6,1,0.4,14.4,10,4,2,0,620,320,1,37.5,20
C063B (240 V),22031,22,19.5,52.8,1050,10,3,7.1,0.47,157,525,20,0,3.408,0.7,0.7,0.4,0.5,0.6,1,0.4,20.93,10,4,2,0,620,320,1,40,20
CH052A (400V),22032,22,9.84,26.6,2500,10,1.73,7,1.14,35.9,1250,20,0,1.68,0.7,0.7,0.4,0.5,0.6,1,0.4,16.6,10,4,2,0,610,560,1,20,0
CH053A (400V),22033,22,9.21,24.9,2350,10,2.3,9.1,1.41,44.3,1175,20,0,2.184,0.7,0.7,0.4,0.5,0.6,1,0.4,15.41,10,4,2,0,610,560,1,20,0
CH054A (400V),22034,22,9.79,26.4,2100,10,2.57,9,1.35,52.8,1050,20,0,2.16,0.7,0.7,0.4,0.5,0.6,1,0.4,16.44,10,4,2,0,610,560,1,20,0
CH061A (400V),22035,22,9.89,26.7,1600,10,3.4,18.1,1.36,94.1,800,20,0,4.344,0.7,0.7,0.4,0.5,0.6,1,0.4,22.14,10,4,2,0,610,560,1,20,0
CH062A (400V),22036,22,14.6,39.3,1650,10,3.27,11.1,0.76,126,825,20,0,5.328,0.7,0.7,0.4,0.5,0.6,1,0.4,15.41,10,4,2,0,620,560,1,39.3,0
CH063A (400V),22037,22,13.9,37.5,1250,10,4.36,14.4,0.93,157,625,20,0,6.912,0.7,0.7,0.4,0.5,0.6,1,0.4,14.4,10,4,2,0,620,560,1,37.5,0
CH063B (400V),22038,22,19.5,52.8,1850,10,3,7.1,0.47,157,925,20,0,3.408,0.7,0.7,0.4,0.5,0.6,1,0.4,20.93,10,4,2,0,620,560,1,40,0
CH052A (480V),22039,22,9.84,26.6,2500,10,1.73,7,1.14,35.9,1250,20,0,1.68,0.7,0.7,0.4,0.5,0.6,1,0.4,16.6,10,4,2,0,610,675,1,20,0
CH053A (480V),22040,22,9.21,24.9,2500,10,2.3,9.1,1.41,44.3,1250,20,0,2.184,0.7,0.7,0.4,0.5,0.6,1,0.4,15.41,10,4,2,0,610,675,1,20,0
CH054A (480V),22041,22,9.79,26.4,2500,10,2.57,9,1.35,52.8,1250,20,0,2.16,0.7,0.7,0.4,0.5,0.6,1,0.4,16.44,10,4,2,0,610,675,1,20,0
CH061A (480V),22042,22,9.89,26.7,1900,10,3.4,18.1,1.36,94.1,950,20,0,4.344,0.7,0.7,0.4,0.5,0.6,1,0.4,22.14,10,4,2,0,610,675,1,20,0
CH062A (480V),22043,22,14.6,39.3,2000,10,3.27,11.1,0.76,126,1000,20,0,5.328,0.7,0.7,0.4,0.5,0.6,1,0.4,15.41,10,4,2,0,620,675,1,39.3,0
CH063A (480V),22044,22,13.9,37.5,1500,10,4.36,14.4,0.93,157,750,20,0,6.912,0.7,0.7,0.4,0.5,0.6,1,0.4,14.4,10,4,2,0,620,675,1,37.5,0
CH063B (480V),22045,22,19.5,52.8,2200,10,3,7.1,0.47,157,1100,20,0,3.408,0.7,0.7,0.4,0.5,0.6,1,0.4,20.93,10,4,2,0,620,675,1,40,0
CH091A (400V),22046,22,12.8,40,1200,38,4.03,7.8,0.916,0.028,600,20,0,3.744,0.7,0.7,0.4,0.5,0.6,1,0.4,0.003,10,0,2,0,620,560,1,25.6,0
CH092A (400V),22047,22,15.3,40,700,38,6.8,11,0.921,0.047,350,20,0,5.28,0.7,0.7,0.4,0.5,0.6,1,0.4,0.003,10,0,2,0,620,560,1,30.6,0
CH093A (400V),22048,22,17.4,40,550,38,8.55,11,0.867,0.066,275,20,0,5.28,0.7,0.7,0.4,0.5,0.6,1,0.4,0.003,10,0,2,0,620,560,1,34.8,0
CH131A (400V),22049,22,13.8,40,400,46,12.2,13,0.93,0.123,200,20,0,6.24,0.7,0.7,0.4,0.5,0.6,1,0.4,0.004,10,0,2,0,620,560,1,27.6,0
CH132A (400V),22050,22,12.4,40,200,46,26.2,29,1.66,0.225,100,20,0,7,0.7,0.7,0.4,0.5,0.6,1,0.4,0.003,10,0,2,0,620,560,1,24.8,0
CH133A (400V),22051,22,16.8,40,160,46,30.4,26,1.41,0.302,80,20,0,7,0.7,0.7,0.4,0.5,0.6,1,0.4,0.004,10,0,2,0,620,560,1,33.6,0
CH131B (400V),22052,22,25.9,75.4,800,46,6.58,3.6,0.261,0.123,400,20,0,3.456,0.7,0.7,0.4,0.5,0.6,1,0.4,0.004,10,0,2,0,640,560,1,51.8,0
CH132B (400V),22053,22,26.3,75.4,400,46,12.3,6.5,0.369,0.225,200,20,0,6.24,0.7,0.7,0.4,0.5,0.6,1,0.4,0.004,10,0,2,0,640,560,1,52.6,0
CH133B (400V),22054,22,32.7,77.1,350,46,15.8,7,0.37,0.302,175,20,0,6.72,0.7,0.7,0.4,0.5,0.6,1,0.4,0.004,10,0,2,0,640,560,1,65.4,0
CH091A (480V),22055,22,12.8,40,1500,38,4.03,7.8,0.916,0.028,750,20,0,3.744,0.7,0.7,0.4,0.5,0.6,1,0.4,0.003,10,0,2,0,620,675,1,25.6,0
CH092A (480V),22056,22,15.3,40,800,38,6.8,11,0.921,0.047,400,20,0,5.28,0.7,0.7,0.4,0.5,0.6,1,0.4,0.003,10,0,2,0,620,675,1,30.6,0
CH093A (480V),22057,22,17.4,40,650,38,8.55,11,0.867,0.066,325,20,0,5.28,0.7,0.7,0.4,0.5,0.6,1,0.4,0.003,10,0,2,0,620,675,1,34.8,0
CH131A (480V),22058,22,13.8,40,500,46,12.2,13,0.93,0.123,250,20,0,6.24,0.7,0.7,0.4,0.5,0.6,1,0.4,0.004,10,0,2,0,620,675,1,27.6,0
CH132A (480V),22059,22,12.4,40,250,46,26.2,29,1.66,0.225,125,20,0,7,0.7,0.7,0.4,0.5,0.6,1,0.4,0.003,10,0,2,0,620,675,1,24.8,0
CH133A (480V),22060,22,16.8,40,200,46,30.4,26,1.41,0.302,100,20,0,7,0.7,0.7,0.4,0.5,0.6,1,0.4,0.004,10,0,2,0,620,675,1,33.6,0
CH131B (480V),22061,22,25.9,75.4,1000,46,6.58,3.6,0.261,0.123,500,20,0,3.456,0.7,0.7,0.4,0.5,0.6,1,0.4,0.004,10,0,2,0,640,675,1,51.8,0
CH132B (480V),22062,22,26.3,75.4,500,46,12.3,6.5,0.369,0.225,250,20,0,6.24,0.7,0.7,0.4,0.5,0.6,1,0.4,0.004,10,0,2,0,640,675,1,52.6,0
CH133B (480V),22063,22,32.7,77.1,400,46,15.8,7,0.37,0.302,200,20,0,6.72,0.7,0.7,0.4,0.5,0.6,1,0.4,0.004,10,0,2,0,640,675,1,65.4,0
DBK4H00100,00017R,16,1.8,10.8,3000,6,0.55,25,13,0.54,1500,20,0,1.8,0.7,0.7,0.4,0.5,0.6,1,0.4,2.618,6,0,2,0,603,310,1,3.6,20
DBL3N00300,00252R,16,2.1,9,6000,6,1.44,26.7,11.6,1.5,3000,20,0,1.922,0.7,0.7,0.4,0.5,0.6,1,0.4,2.778,10,0,2,0,603,675,1,4.2,20
DBL4N00530,00253R,16,3.4,20.2,3600,6,1.57,35.5,6.1,2.7,1800,20,0,2.556,0.7,0.7,0.7,0.5,0.6,1,0.4,4.586,10,0,2,0,603,675,1,6,20
DBL4N00750,00254R,16,4.2,25.2,3600,6,1.79,25.4,3.95,4.2,1800,20,0,3.658,0.7,0.7,0.4,0.5,0.6,1.5,0.4,2.5,10,0,2,0,606,675,1,8.4,20
DBL3N00130,00258R,16,1.01,4.3,3600,6,1.29,62,34.5,0.65,1800,20,0,2.232,0.7,0.7,0.4,0.5,0.6,1,0.4,2.687,6,0,2,0,601,675,1,2.02,20
DBK4N00100,00259R,16,1.1,6.4,3600,6,0.94,75,36.6,0.54,1800,20,0,2.7,0.7,0.7,0.4,0.5,0.6,1,0.4,3.064,6,0,2,0,601,675,1,2.2,20
DBL3M00190,00263R,16,1.42,6.1,3600,6,1.34,40.4,20.9,0.92,1800,20,0,1.454,0.7,0.7,0.4,0.5,0.6,1,0.4,3.662,6,0,2,0,601,675,1,2.84,20
DBL3H00130,00275R,16,1.67,7.52,6000,6,0.78,21.5,12.7,0.65,3000,20,0,0.774,0.7,0.7,0.4,0.5,0.6,1,0.6,4.444,6,0,2,0,601,560,1,3,20
DBL3H00065,00276R,16,1.06,4.6,6000,6,0.6,33.3,28.5,0.39,3000,20,0,1.199,0.7,0.7,0.4,0.5,0.6,1,0.4,3.467,6,0,2,0,601,560,1,2.12,20
DBL4H00530,00284R,16,6.5,39.5,3000,6,0.82,9.8,1.7,2.7,1500,20,0,2.352,0.7,0.7,0.4,0.5,0.6,1,0.4,2.634,10,0,2,0,610,310,1,13,20
DBL4H00260,00285R,16,3.1,18.9,3000,6,0.83,15.9,3.6,1.9,1500,20,0,1.145,0.7,0.7,0.4,0.5,0.6,1,0.4,6.104,6,0,2,0,603,310,1,6,20
DBL2H00040,00288R,16,0.91,3.9,6000,6,0.44,21.5,26,0.08,3000,20,0,1.548,0.7,0.7,0.7,0.5,0.6,1,0.2,0.485,6,0,2,0,603,560,1,1.82,20
DBL2H00080,00293R,16,1.51,6.7,6000,6,0.53,14.4,14.6,0.13,3000,20,0,0.518,0.7,0.7,0.4,0.5,0.6,1,0.4,1.308,6,0,2,0,601,560,1,3,20
DBL3N00065,00299R,16,0.65,2.8,3600,6,0.99,88,75,0.39,1800,20,0,3.168,0.7,0.7,0.4,0.5,0.6,1,0.4,2.101,6,0,2,0,601,675,1,1.3,20
DBL4N00260,00301R,16,1.9,11.5,3600,6,1.36,41.5,9.6,1.9,1800,20,0,2.988,0.7,0.7,0.4,0.5,0.6,1,0.4,3.725,6,0,2,0,603,675,1,3.8,20
DBL6N02200,00332R,16,14.9,74.8,3600,6,1.47,9.2,0.74,18.8,1800,20,0,4.416,0.7,0.7,0.4,0.5,0.6,1,0.4,5.116,10,0,2,0,620,675,1,29.8,20
DBL7N02600,00335R,16,16.9,65.9,3600,6,1.54,5.1,0.46,67,1800,20,0,2.448,0.7,0.7,0.4,0.5,0.6,1,0.4,10,10,0,2,0,620,675,1,33.8,20
DBK5H00430,00345R,16,5.2,26,3000,6,0.83,11.5,2.4,5.78,1500,20,0,0.828,0.7,0.7,0.4,0.5,0.6,1,0.4,10,10,0,2,0,603,310,1,6,20
DBK4H00160,00347R,16,2,12.1,3000,6,0.79,22.7,7.4,1.28,1500,20,0,1.634,0.7,0.7,0.4,0.5,0.6,1,0.4,4.321,6,0,2,0,603,310,1,4,20
DBL2M00080,00348R,16,0.8,3.6,4500,6,0.94,46.2,46.5,0.13,2250,20,0,1.633,0.7,0.7,0.4,0.5,0.6,0.8,0.4,0.738,6,0,2,0,601,560,1,1.6,20
DBK6N00700,00356R,16,4.7,23.5,3600,6,1.49,36,4.45,11.35,1800,20,0,2.592,0.7,0.7,0.4,0.5,0.6,1,0.4,10,10,0,2,0,603,675,1,6,20
DBK5N00210,00374R,16,1.6,8.1,3600,6,1.29,75.5,20.1,2.5,1800,20,0,2.718,0.7,0.7,0.4,0.5,0.6,1,0.4,10,6,0,2,0,601,675,1,3,20
DBK5N00430,00375R,16,3,15,3600,6,1.44,35,7.2,5.78,1800,20,0,2.52,0.7,0.7,0.4,0.5,0.6,1,0.4,10,10,0,2,0,603,675,1,6,20
DBK6N00350,00376R,16,3,15.1,3600,6,1.16,52,8.8,5.6,1800,20,0,3.744,0.7,0.7,0.4,0.5,0.6,1,0.4,10,10,0,2,0,603,675,1,6,20
DBK7N00650,00377R,16,4.5,17.6,3600,6,1.44,27,4.2,32.36,1800,20,0,3.888,0.7,0.7,0.4,0.5,0.6,1,0.4,10,10,0,2,0,606,675,1,9,20
DBK7N01200,00378R,16,7.5,27,3600,6,1.6,13,1.6,36,1800,20,0,3.12,0.7,0.7,0.4,0.5,0.6,1,0.4,10,10,0,2,0,610,675,1,15,20
DBK7N01950,00379R,16,11.8,46,3600,6,1.65,8.3,0.8,69.16,1800,20,0,3.984,0.7,0.7,0.4,0.5,0.6,1,0.4,10,10,0,2,0,620,675,1,23.6,20
DBL7N03200,00402R,16,19.7,77,3600,6,1.62,4.2,0.36,81,1800,20,0,2.016,0.7,0.7,0.4,0.5,0.6,1,0.4,10,10,0,2,0,620,675,1,39.4,20
DBL6N02900,00407R,16,6.2,80.8,3600,6,1.79,8,0.55,29.8,1800,20,0,3.84,0.7,0.7,0.4,0.5,0.6,1,0.4,6.659,10,0,2,0,620,675,1,12.4,20
DBL3H00250,00420R,16,3,13,6000,6,0.83,11.7,5.4,1.2,3000,20,0,0.842,0.7,0.7,0.4,0.5,0.6,1,0.4,3.855,6,0,2,0,603,560,1,6,20
DBK4N00160,00441R,16,1.1,6.4,3600,6,1.51,82,25.9,1.28,1800,20,0,2.952,0.7,0.7,0.4,0.5,0.6,1,0.4,4.521,6,0,2,0,601,675,1,2.2,20
DBL7N04000,00450R,16,23.9,93,3600,6,1.67,3.4,0.27,101,1800,20,0,3.264,0.7,0.7,0.4,0.5,0.6,1,0.4,10,10,0,2,0,640,675,1,47.8,20
DBL4N00950,00470R,16,6.4,38.3,3600,6,1.49,11.7,1.65,6.1,1800,20,0,1.685,0.7,0.7,0.4,0.5,0.6,1,0.4,5.459,10,0,2,0,606,675,1,12,20
DBL8N06800,00531R,16,35.8,140,3600,6,1.9,3.3,0.13,114,1800,20,0,3.168,0.7,0.7,0.4,0.5,0.6,1,0.4,10,10,0,2,0,640,675,1,71.6,20
DBK5H00210,00549R,16,4,18.1,3000,6,0.792,11,3,2.5,1500,20,0,0.792,0.7,0.7,0.4,0.5,0.6,1,0.4,10,6,0,2,0,603,310,1,6,20
DBL2H00060,00558R,16,1.4,6,6000,6,0.43,13.5,15.1,0.11,3000,20,0,0.47,0.7,0.7,0.4,0.5,0.6,1,0.4,1.364,6,0,2,0,601,560,1,2.8,20
DBL5H01050,00562R,16,13.4,66.6,3000,6,0.79,4.6,0.55,6.2,1500,20,0,2.208,0.7,0.7,0.4,0.5,0.6,1,0.4,3.139,10,0,2,0,620,310,1,26.8,20
DBL5N01350,00576R,16,8.7,43.2,3600,6,1.56,14.6,1.55,7.3,1800,20,0,3.504,0.7,0.7,0.4,0.5,0.6,1,0.4,3.744,10,0,2,0,610,675,1,17.4,20
DBL4H00750,00609R,16,9.1,54.4,3000,6,0.83,5.6,0.87,4.2,1500,20,0,1.344,0.7,0.7,0.4,0.5,0.6,1,0.4,4.048,10,0,2,0,610,310,1,18.2,20
DBL5N02200,00620R,16,12.8,63.7,3600,6,1.72,10.5,0.95,11.7,1800,20,0,5.04,0.7,0.7,0.4,0.5,0.6,1,0.4,2.721,10,0,2,0,620,675,1,25.6,20
DBL5H01350,00633R,16,17.4,86.5,3000,6,0.78,3.6,0.39,7.3,1500,20,0,1.728,0.7,0.7,0.4,0.5,0.6,1,0.4,3.744,10,0,2,0,620,310,1,34.8,20
DBL1X00010,00647R,16,0.6,2.5,6000,6,0.17,6.5,38.9,0.06,3000,20,0,0.234,0.7,0.7,0.4,0.5,0.6,1,0.4,1.882,6,0,2,0,601,310,1,1.2,20
DBL5H01700,00661R,16,18.4,91.4,3000,6,0.93,3.7,0.36,9.5,1500,20,0,1.776,0.7,0.7,0.4,0.5,0.6,1,0.4,4.086,10,0,2,0,620,310,1,36.8,20
DBL5N01700,00665R,16,9.9,49.2,3600,6,1.72,13.3,1.26,9.5,1800,20,0,6.384,0.7,0.7,0.4,0.5,0.6,1,0.4,2.209,10,0,2,0,620,675,1,19.8,20
DBL5N01050,00666R,16,6.4,31.6,3600,6,1.65,20,2.25,6.2,1800,20,0,2.88,0.7,0.7,0.4,0.5,0.6,1,0.4,5.01,10,0,2,0,606,675,1,12,20
DBL8L11500,00668R,16,42.1,164,2000,6,2.7,3.4,0.11,190,1000,20,0,5.712,0.7,0.7,0.4,0.5,0.6,1,0.4,8.042,10,0,2,0,670,560,1,84.2,20
DBL1X00020,00670R,16,0.93,4.2,6000,6,0.22,4.5,18.9,0.08,3000,20,0,0.162,0.7,0.7,0.4,0.5,0.6,1,0.4,1.939,6,0,2,0,601,310,1,1.86,20
DBL8L09300,00672R,16,33.1,129,2000,6,2.8,4.8,0.15,153,1000,20,0,4.608,0.7,0.7,0.4,0.5,0.5,1.5,0.6,10,10,0,2,0,640,560,1,68.6,20
DBL8N04000,00690R,16,21.8,85,3600,6,1.8,5.7,0.25,76,1800,20,0,5.472,0.7,0.7,0.4,0.5,0.6,1,0.4,8.444,10,0,2,0,640,675,1,43.6,20
AKMH21C 230V,19500,19,1.33,7.9,8000,6,0.3,19,13,0.107,4000,20,0,1.368,0.7,0.7,0.4,0.5,0.6,1,0.4,,10,0,2,0,603,320,1,2.66,20
AKMH21C 400V,19501,19,1.33,7.9,8000,6,0.3,19,13,0.107,4000,20,0,1.368,0.7,0.7,0.4,0.5,0.6,1,0.4,,10,0,2,0,603,560,1,2.66,20
AKMH21C 480V,19502,19,1.33,7.9,8000,6,0.3,19,13,0.107,4000,20,0,1.368,0.7,0.7,0.4,0.5,0.6,1,0.4,,10,0,2,0,603,680,1,2.66,20
AKMH22C 230V,19503,19,1.18,7,3500,6,0.61,35.5,20,0.161,1750,20,0,2.556,0.7,0.7,0.4,0.5,0.6,1,0.4,,10,0,2,0,603,320,1,2.36,20
AKMH22C 400V,19504,19,1.18,7,8000,6,0.61,35.5,20,0.161,4000,20,0,2.556,0.7,0.7,0.4,0.5,0.6,1,0.4,,10,0,2,0,603,560,1,2.36,20
AKMH22C 480V,19505,19,1.18,7,8000,6,0.61,35.5,20,0.161,4000,20,0,2.556,0.7,0.7,0.4,0.5,0.6,1,0.4,,10,0,2,0,603,680,1,2.36,20
AKMH22E 230V,19506,19,2.31,13.7,8000,6,0.32,9.7,5.24,0.161,4000,20,0,0.6984,0.7,0.7,0.4,0.5,0.6,1,0.4,,10,0,2,0,603,320,1,4.62,20
AKMH22E 400V,19507,19,2.31,13.7,8000,6,0.32,9.7,5.24,0.161,4000,20,0,0.6984,0.7,0.7,0.4,0.5,0.6,1,0.4,,10,0,2,0,603,560,1,4.62,20
AKMH22E 480V,19508,19,2.31,13.7,8000,6,0.32,9.7,5.24,0.161,4000,20,0,0.6984,0.7,0.7,0.4,0.5,0.6,1,0.4,,10,0,2,0,603,680,1,4.62,20
AKMH23D 230V,19509,19,1.89,11,5000,6,0.52,17.3,8.79,0.216,2500,20,0,1.2456,0.7,0.7,0.4,0.5,0.6,1,0.4,,10,0,2,0,603,320,1,3.78,20
AKMH23D 400V,19510,19,1.89,11,8000,6,0.52,17.3,8.79,0.216,4000,20,0,1.2456,0.7,0.7,0.4,0.5,0.6,1,0.4,,10,0,2,0,603,560,1,3.78,20
